time_delta,purchase_value,source,browser,sex,age,ip_country,class
111917.0,24,2,4,0,49,16,0
170192.0,18,1,1,1,29,8,0
116564.0,44,2,1,0,25,17,1
964.0,51,1,0,1,32,1,0
126454.0,46,1,1,1,36,5,0
94212.0,14,1,2,1,42,0,0
46839.0,59,2,0,0,26,0,0
166816.0,13,0,1,0,32,0,0
58725.0,25,2,1,1,24,0,1
50810.0,17,0,2,0,33,0,0
0.0,27,0,3,0,42,26,1
40428.0,22,2,0,1,36,4,0
39145.0,46,2,1,0,20,0,0
92549.0,20,0,2,0,35,2,0
81215.0,63,2,0,0,30,47,0
10899.0,12,2,1,0,20,0,0
97518.0,30,1,0,0,40,3,0
58147.0,29,1,1,0,26,4,1
135004.0,25,2,1,0,26,14,0
125396.0,23,2,2,0,28,8,0
167700.0,45,2,2,1,37,0,0
35350.0,37,2,2,0,22,0,0
46993.0,23,0,3,1,23,4,0
69726.0,63,1,0,1,31,2,0
159762.0,44,2,1,0,37,0,0
170562.0,34,2,0,1,47,4,0
6193.0,38,1,0,1,35,26,0
39292.0,31,1,1,0,41,88,0
34447.0,57,0,0,0,32,0,0
101612.0,22,2,0,0,18,0,0
42156.0,21,2,0,0,39,8,0
99416.0,29,1,0,1,29,14,0
62413.0,35,2,2,1,36,2,1
53344.0,19,2,2,1,34,0,0
22383.0,35,2,0,0,37,42,0
28443.0,76,1,0,0,38,0,0
135063.0,47,1,2,0,27,4,0
61998.0,21,1,2,1,28,0,0
0.0,41,2,1,1,29,19,1
42606.0,47,2,2,1,35,1,0
35132.0,27,2,0,0,41,4,0
118953.0,50,2,2,0,38,8,0
110018.0,76,2,2,0,31,17,0
156657.0,14,2,0,1,43,8,0
12862.0,17,2,3,0,35,8,0
62650.0,19,2,2,1,19,14,0
72012.0,62,1,1,0,34,34,0
118672.0,101,1,1,0,22,62,0
30296.0,49,2,2,0,53,8,0
130178.0,35,0,2,1,19,0,0
156765.0,35,1,0,0,28,0,0
26688.0,25,1,0,0,25,17,0
108718.0,13,0,1,0,48,0,0
157149.0,45,2,2,1,28,0,0
37941.0,29,1,3,1,38,4,0
142762.0,12,0,1,1,30,20,0
130624.0,48,2,3,0,42,0,0
18952.0,28,2,0,0,30,17,0
159896.0,46,2,2,1,38,0,0
164938.0,73,2,2,1,39,0,0
21594.0,34,1,1,0,19,18,0
0.0,27,1,0,0,38,0,1
115612.0,20,1,1,0,28,3,0
18296.0,26,2,2,1,31,8,0
4629.0,61,2,0,0,32,0,0
26693.0,62,2,3,0,42,0,1
106156.0,14,2,3,0,52,8,0
88064.0,52,2,2,0,18,22,0
161996.0,42,2,0,0,32,0,0
162589.0,42,2,1,0,33,26,0
116361.0,34,2,1,1,26,0,0
36785.0,26,0,1,1,29,0,0
142688.0,28,0,0,0,39,0,0
130732.0,25,0,0,1,26,16,0
96664.0,23,2,0,0,40,20,0
161780.0,19,0,2,0,29,8,0
99908.0,24,1,0,0,51,0,0
114714.0,21,2,0,0,42,4,0
0.0,11,2,2,0,32,0,1
155707.0,40,0,1,0,23,8,0
67590.0,55,2,0,1,37,5,0
34760.0,36,2,2,0,20,8,1
14218.0,22,1,0,1,28,8,0
118798.0,59,2,3,0,42,7,1
0.0,61,2,0,0,30,20,1
26662.0,66,1,1,0,21,0,0
90863.0,51,1,4,0,30,14,0
24025.0,36,1,3,1,38,0,0
2885.0,39,1,3,0,20,0,0
112265.0,39,2,0,0,43,16,0
44381.0,32,1,0,1,31,8,0
68105.0,49,2,1,0,42,17,0
128260.0,46,1,1,0,33,29,0
107178.0,22,2,1,1,31,0,0
78552.0,79,1,0,1,31,49,0
110895.0,10,1,3,0,21,18,0
46879.0,28,0,2,0,26,8,0
68078.0,18,2,0,0,19,0,0
97242.0,32,1,2,1,41,0,0
129903.0,48,2,1,1,38,2,0
8658.0,67,2,0,0,37,0,0
158387.0,16,1,1,1,42,48,0
98947.0,26,1,2,0,36,17,0
71822.0,27,0,3,1,46,0,0
41176.0,45,2,3,1,31,0,0
160177.0,12,2,0,1,54,4,0
119947.0,42,0,2,0,36,4,0
152718.0,47,2,2,1,39,17,0
114353.0,52,0,0,0,22,2,0
96911.0,22,2,0,0,26,0,0
0.0,36,1,0,1,29,1,1
165620.0,48,2,0,1,27,0,0
132334.0,53,0,1,0,27,72,0
33736.0,13,2,4,0,25,0,0
106638.0,26,1,1,1,46,4,0
0.0,10,2,0,1,35,1,1
154197.0,24,1,3,0,29,17,0
0.0,22,0,2,0,34,26,1
36981.0,32,0,2,1,20,14,0
21619.0,10,1,0,1,21,8,0
39530.0,30,2,1,0,26,0,0
79458.0,43,2,1,1,28,14,0
20182.0,27,2,0,0,34,16,0
73380.0,23,2,3,0,51,0,1
1391.0,10,2,0,0,24,0,0
78717.0,44,1,0,0,29,0,0
159468.0,50,2,1,0,33,0,0
79139.0,19,0,0,1,32,0,0
27445.0,29,2,0,1,19,0,0
68884.0,14,2,4,0,49,0,0
62253.0,34,2,1,0,31,23,0
84930.0,40,2,4,0,36,0,0
0.0,15,1,1,0,40,4,1
0.0,12,2,0,1,20,27,1
94520.0,11,2,3,1,42,0,0
0.0,11,0,0,1,32,0,1
61020.0,31,1,0,1,33,1,0
124646.0,47,1,1,1,32,2,0
128217.0,48,0,0,1,26,8,0
100849.0,14,0,3,1,29,0,0
59552.0,63,0,0,0,51,17,0
117924.0,48,0,4,0,25,8,0
32471.0,23,2,2,1,34,17,0
7565.0,35,1,3,1,40,8,0
99569.0,18,0,1,1,33,4,0
55675.0,70,1,1,0,26,0,0
117793.0,16,2,4,0,22,4,0
110286.0,10,0,0,0,25,4,0
7119.0,18,1,0,1,24,4,0
13406.0,34,2,3,0,32,0,0
13536.0,22,1,2,1,30,0,0
0.0,25,1,1,0,38,46,1
26034.0,59,1,0,0,22,1,0
131267.0,18,2,0,1,39,4,0
116659.0,69,2,0,1,36,0,0
21706.0,32,2,0,0,42,8,0
151942.0,22,0,3,1,32,0,0
47517.0,44,2,0,0,33,5,0
76716.0,47,0,0,0,37,0,0
91520.0,42,1,3,1,22,0,0
120796.0,18,2,0,1,26,0,0
165188.0,34,1,1,1,45,0,0
135493.0,38,2,2,1,29,0,0
12708.0,51,0,0,1,54,4,0
132581.0,55,0,1,0,30,25,0
139311.0,20,1,0,1,40,73,0
117751.0,43,1,0,0,19,0,0
72664.0,61,2,1,0,27,0,0
60966.0,32,1,0,0,29,0,0
59931.0,27,1,3,1,28,0,0
95693.0,47,2,0,0,32,45,0
161417.0,84,0,3,0,38,8,0
115023.0,35,1,0,0,35,0,0
47280.0,12,2,3,1,25,0,0
82307.0,15,1,1,0,21,27,0
25933.0,32,2,3,0,25,7,0
18954.0,32,2,3,0,20,4,0
154565.0,69,1,3,1,33,4,0
26539.0,70,0,1,1,26,0,0
94191.0,69,0,2,0,23,4,0
154143.0,22,1,0,1,41,0,0
36411.0,18,0,2,0,38,0,0
0.0,12,1,4,0,37,0,1
21321.0,35,2,3,0,31,0,0
111130.0,41,1,0,0,21,14,0
108085.0,39,2,1,0,27,0,0
39445.0,39,2,0,1,36,4,0
89192.0,20,2,1,1,50,135,0
29173.0,35,2,0,1,41,16,0
32538.0,9,2,2,0,40,0,0
84506.0,19,2,3,0,30,0,0
160316.0,44,1,0,0,30,8,0
25515.0,39,2,0,0,35,8,0
109779.0,28,1,4,0,33,0,0
149866.0,23,0,1,0,24,34,0
25208.0,17,1,1,0,29,0,1
3633.0,30,1,0,0,29,3,0
8251.0,33,2,0,0,39,20,0
84402.0,48,2,0,0,19,0,0
159501.0,30,1,0,1,27,3,0
19131.0,78,2,0,1,27,16,0
39657.0,58,2,1,1,21,0,0
120432.0,27,1,3,1,34,8,0
118989.0,13,1,3,1,18,4,0
16158.0,31,1,0,1,40,0,1
6585.0,15,0,0,0,40,53,0
77422.0,33,2,0,1,38,0,1
27765.0,37,2,4,1,27,0,0
0.0,23,0,1,0,37,0,1
2709.0,13,2,0,0,37,47,0
42271.0,28,2,2,1,38,0,0
74926.0,38,1,3,0,24,0,0
7812.0,62,0,3,1,54,0,0
8271.0,36,2,0,1,41,0,0
18224.0,16,1,2,0,33,54,0
53723.0,39,0,1,1,34,8,0
149276.0,69,0,3,1,42,0,0
89237.0,16,0,0,1,28,5,0
68826.0,44,1,2,1,38,0,0
130647.0,32,2,4,0,31,5,0
136100.0,30,1,3,0,31,0,0
133628.0,57,1,3,1,48,0,0
115715.0,61,2,1,1,30,0,0
145826.0,31,2,0,1,32,8,0
42849.0,22,1,0,0,36,8,0
7416.0,11,1,2,0,33,0,0
17395.0,64,0,0,1,29,0,0
29200.0,9,2,1,0,36,35,0
0.0,86,1,0,1,18,8,1
0.0,19,1,1,0,31,4,1
61952.0,23,1,2,0,39,0,0
108912.0,26,0,4,1,25,2,0
30238.0,19,0,0,1,33,3,0
48739.0,47,1,3,0,40,26,0
46066.0,34,1,0,1,49,17,0
166569.0,45,2,2,1,26,17,0
22197.0,45,1,2,1,30,0,0
7162.0,27,1,3,1,35,20,0
74108.0,17,2,0,0,22,0,1
49276.0,55,2,1,0,29,1,0
15092.0,38,2,0,0,32,4,0
2096.0,15,2,1,1,24,0,0
98618.0,18,0,4,0,42,8,0
73322.0,39,1,1,0,18,18,0
81865.0,43,2,1,0,34,0,0
145365.0,37,1,2,1,47,0,0
109846.0,61,1,0,0,33,0,0
110608.0,32,0,0,1,37,17,0
16406.0,56,1,2,0,37,17,0
122448.0,23,2,1,0,25,0,0
115006.0,26,1,3,0,24,0,0
19528.0,37,0,1,0,49,7,0
145517.0,46,0,2,0,21,27,0
62387.0,12,2,0,0,31,3,0
7985.0,66,2,0,0,23,0,0
35312.0,16,0,2,0,23,0,0
55479.0,42,1,0,0,26,4,1
32667.0,24,1,2,0,47,4,0
135672.0,20,2,0,0,42,35,0
131775.0,22,2,4,0,30,0,0
170278.0,31,0,1,1,24,5,0
93815.0,39,2,0,0,39,4,0
29714.0,17,1,3,1,36,4,0
39678.0,48,0,1,1,35,8,0
78597.0,20,2,0,1,29,4,0
114588.0,25,1,0,1,37,89,0
56883.0,10,2,3,0,50,2,0
84969.0,36,2,0,0,43,8,0
5001.0,12,0,2,0,59,4,0
99864.0,24,2,0,0,25,17,0
0.0,60,1,1,1,36,29,1
95019.0,14,2,1,0,40,4,0
0.0,52,1,3,0,37,0,1
72151.0,46,2,2,1,29,0,0
148863.0,46,0,1,0,33,16,0
39143.0,18,1,2,1,40,0,0
110718.0,9,1,1,1,36,0,0
150595.0,51,0,3,1,36,0,0
171635.0,26,2,0,1,27,43,0
138824.0,19,2,3,0,34,0,0
124306.0,13,0,2,1,41,32,0
133216.0,54,2,0,0,30,8,0
156216.0,15,1,2,0,21,0,0
18474.0,12,1,2,0,37,1,0
36496.0,13,2,0,0,37,0,1
152768.0,46,1,0,0,34,0,0
15808.0,67,0,1,1,38,4,0
118997.0,34,1,1,0,52,0,0
157851.0,33,1,0,0,23,5,0
0.0,15,1,0,0,31,0,1
0.0,56,2,3,0,42,0,1
150514.0,34,2,0,1,23,4,0
13930.0,55,1,1,0,40,4,1
165270.0,35,1,2,1,62,4,1
121608.0,37,0,0,0,39,8,0
0.0,40,1,3,0,36,4,1
96855.0,52,2,3,1,34,35,0
89304.0,45,1,0,0,24,47,0
18681.0,37,0,0,1,39,0,0
120984.0,9,1,2,1,24,18,0
138820.0,34,1,1,0,28,0,0
4495.0,39,2,2,0,18,18,0
64703.0,19,1,1,0,43,14,0
42752.0,42,2,2,0,26,8,0
112817.0,79,1,1,0,28,66,0
32754.0,18,1,0,0,22,0,0
76991.0,55,1,0,1,48,0,0
64053.0,11,1,1,0,25,6,0
0.0,27,1,1,1,34,8,1
82299.0,28,0,0,1,28,0,0
34292.0,20,1,1,1,20,0,0
75809.0,65,0,2,0,36,0,0
0.0,36,2,0,1,23,0,1
103207.0,56,1,3,1,30,8,0
75567.0,40,0,0,0,22,0,0
25668.0,13,2,0,0,20,0,0
45458.0,14,2,0,0,37,4,0
142066.0,16,1,2,0,28,4,0
152846.0,10,2,3,1,25,59,0
116248.0,11,2,0,1,30,4,0
118017.0,19,1,3,0,18,4,0
50248.0,75,1,2,0,38,5,0
3992.0,13,2,0,0,27,26,0
0.0,42,2,3,0,29,17,1
69275.0,16,1,1,1,20,4,0
26597.0,61,1,0,1,31,4,0
78086.0,35,1,1,1,37,0,0
53379.0,30,1,0,1,24,0,0
72173.0,40,0,0,0,22,32,0
0.0,26,0,4,0,31,0,1
131905.0,72,0,3,0,26,0,0
87189.0,45,1,2,0,22,5,0
28120.0,76,1,3,0,27,0,0
6963.0,23,0,1,1,24,0,0
133433.0,30,2,3,0,27,0,0
150244.0,26,0,0,0,38,2,0
9472.0,20,0,1,1,25,8,0
82426.0,36,2,2,1,19,13,0
69997.0,19,2,0,0,34,17,0
143750.0,10,2,0,0,25,4,0
45458.0,23,2,0,1,32,0,0
121490.0,49,2,0,0,31,34,0
86959.0,31,1,3,0,43,8,0
119750.0,88,1,3,0,38,2,0
154355.0,23,1,3,0,33,0,0
64727.0,48,1,0,1,40,8,0
85109.0,45,2,2,0,40,0,0
39951.0,47,0,3,1,47,40,0
1038.0,29,2,0,0,33,0,0
53716.0,63,1,0,1,33,4,0
0.0,35,1,0,0,33,4,1
2619.0,43,0,1,0,37,4,0
102192.0,88,1,0,0,28,18,0
100074.0,12,0,0,1,33,4,0
45852.0,52,1,0,1,25,0,0
93607.0,43,0,0,0,41,2,0
137677.0,33,1,0,0,42,1,0
121264.0,30,2,4,0,45,14,0
42324.0,35,1,2,1,58,4,0
75850.0,28,2,0,0,18,0,0
143197.0,42,1,0,1,31,0,0
354.0,27,2,0,1,41,0,0
130862.0,73,0,0,0,38,0,1
119903.0,15,0,0,0,33,32,0
100579.0,29,1,0,0,20,5,0
100026.0,27,2,3,0,53,41,0
23826.0,28,2,0,1,38,0,0
70512.0,31,2,0,1,34,0,0
74336.0,51,0,0,1,23,17,0
116340.0,24,2,2,0,19,5,0
111713.0,23,2,3,1,25,4,0
47451.0,52,1,0,0,37,0,0
157265.0,47,1,1,1,18,26,0
144621.0,54,1,1,0,27,0,0
128927.0,21,2,1,0,34,0,0
69086.0,39,1,1,1,27,17,1
8721.0,20,0,0,1,22,0,0
32021.0,43,1,2,1,33,65,0
28325.0,48,1,3,0,23,8,0
0.0,20,2,0,0,31,3,1
61931.0,33,2,4,0,39,68,0
91387.0,28,2,0,1,36,4,0
160089.0,33,1,0,0,42,0,0
145800.0,30,2,3,1,32,4,0
127330.0,57,1,3,1,39,0,0
42599.0,30,1,0,0,25,4,0
13865.0,44,2,0,0,41,0,0
105679.0,30,1,2,0,33,8,0
73107.0,43,1,0,0,28,4,0
92206.0,33,2,0,0,40,0,1
160582.0,29,1,3,0,33,0,1
0.0,77,1,0,0,35,0,1
125500.0,42,1,2,0,24,0,1
74927.0,62,1,1,1,41,0,0
49713.0,57,2,0,1,30,8,0
25380.0,20,1,1,0,28,0,0
159653.0,17,1,2,0,19,17,0
77917.0,25,2,0,1,30,0,0
122509.0,45,1,0,0,28,8,0
63541.0,47,0,1,1,32,0,0
93278.0,52,1,0,0,44,4,0
84781.0,24,2,0,0,29,4,0
45315.0,27,0,1,0,45,4,0
161107.0,80,2,0,0,38,0,0
0.0,25,2,0,0,32,0,1
86132.0,15,2,2,1,35,4,0
58046.0,20,1,0,1,35,0,0
125046.0,25,0,0,0,49,0,0
128132.0,26,1,1,0,32,27,1
79267.0,32,0,1,1,41,17,0
148509.0,14,1,4,1,45,0,0
148903.0,39,2,3,0,25,8,0
0.0,36,2,0,1,46,12,1
167674.0,14,1,2,0,44,4,0
40537.0,52,2,1,1,27,4,0
55946.0,78,1,2,0,35,14,0
98695.0,27,2,2,1,31,0,0
131255.0,52,2,1,0,36,28,0
0.0,58,0,2,0,20,0,1
10007.0,23,1,1,0,42,12,0
65375.0,50,1,0,0,21,2,0
119172.0,13,1,0,1,28,0,0
115172.0,28,1,1,1,40,26,1
85745.0,23,1,2,0,35,4,0
146522.0,21,1,1,0,21,3,0
151771.0,26,2,1,1,28,0,0
23021.0,61,1,0,0,30,68,0
19603.0,50,0,0,0,45,8,0
120984.0,27,2,1,0,27,0,0
8691.0,24,1,0,0,20,2,0
42331.0,27,1,0,0,23,0,0
30504.0,24,2,0,1,29,27,0
150435.0,37,1,2,1,48,1,0
71893.0,96,2,1,1,36,18,0
39468.0,46,1,0,1,32,4,0
113664.0,65,1,3,1,28,0,0
44827.0,37,1,1,1,32,2,0
127446.0,41,0,0,0,23,0,0
33811.0,34,1,0,0,32,12,0
163333.0,17,2,1,0,29,1,0
95905.0,45,0,1,0,44,1,0
127378.0,31,1,4,0,38,8,0
133265.0,15,0,2,1,18,79,0
86596.0,40,1,1,1,24,47,0
36968.0,34,0,3,0,29,0,0
70695.0,33,2,2,1,20,0,0
23250.0,29,2,0,1,26,0,0
57837.0,43,2,1,0,55,21,0
35254.0,93,1,0,0,29,0,0
121801.0,22,1,2,1,33,0,0
108797.0,53,0,0,0,29,0,0
57278.0,47,0,0,1,29,0,0
28645.0,60,1,3,0,39,8,0
86612.0,59,2,0,1,25,5,0
56093.0,76,0,1,1,30,0,0
135427.0,44,0,0,0,45,26,0
0.0,19,2,0,1,30,8,1
26934.0,16,0,1,1,31,4,0
66910.0,20,2,3,0,34,4,0
33138.0,45,2,1,0,27,0,0
54706.0,48,0,1,1,31,3,0
141098.0,25,2,1,0,30,4,0
59133.0,47,2,0,0,20,70,0
30961.0,46,2,0,0,40,0,0
13205.0,39,1,0,0,26,1,0
12689.0,23,1,0,1,47,0,0
137031.0,31,1,1,1,23,0,0
154343.0,13,1,1,0,59,0,0
28634.0,13,2,0,0,35,0,0
0.0,23,0,1,0,37,0,1
0.0,30,0,3,0,34,0,1
67660.0,51,2,3,1,34,4,1
0.0,64,2,0,0,34,0,1
5677.0,51,2,3,1,25,7,0
171119.0,37,1,2,1,24,19,0
69419.0,61,1,0,1,21,0,0
10839.0,30,2,1,1,24,0,0
17291.0,60,2,2,0,28,4,0
129150.0,16,1,0,0,26,8,0
83247.0,9,0,2,0,26,4,0
45066.0,29,1,4,0,33,7,0
27413.0,19,2,1,0,56,0,0
0.0,17,0,4,1,18,7,1
6033.0,26,0,1,0,30,8,1
161329.0,34,2,2,0,36,70,0
22607.0,56,1,2,0,44,0,1
61354.0,13,0,1,1,41,0,0
140441.0,19,2,0,1,36,0,0
94040.0,35,1,1,0,33,4,0
15913.0,46,1,0,1,31,4,1
71452.0,16,0,1,1,38,4,0
124548.0,23,0,3,0,33,4,0
140728.0,18,0,4,0,23,0,0
133664.0,44,0,0,0,18,0,0
141483.0,10,1,0,0,40,17,0
114494.0,68,2,1,0,25,0,0
157079.0,32,0,1,1,20,0,0
118006.0,24,1,3,0,59,0,0
81298.0,24,2,0,0,24,0,0
58143.0,42,1,0,0,46,0,0
94048.0,86,2,1,0,42,17,0
9978.0,30,1,3,1,26,0,0
61011.0,35,0,3,1,41,7,0
71103.0,62,1,2,0,24,0,0
158988.0,84,1,3,1,33,79,0
76194.0,58,1,0,0,32,0,0
101580.0,36,1,3,0,38,4,0
154196.0,67,1,2,1,34,0,0
71662.0,81,0,0,0,26,47,0
99421.0,39,2,0,1,34,0,1
113500.0,61,2,2,0,19,4,0
39044.0,44,0,1,0,25,1,0
15493.0,44,2,0,1,18,0,0
101287.0,9,0,3,0,40,0,0
57653.0,38,2,0,1,33,0,0
126664.0,14,2,1,0,36,12,0
108991.0,16,1,3,1,33,27,0
47207.0,72,1,1,0,32,0,0
149316.0,59,1,0,1,26,0,0
46344.0,26,2,0,1,40,8,0
145710.0,15,2,3,1,29,26,0
141357.0,74,1,0,0,18,16,0
26425.0,11,2,3,0,26,0,0
48226.0,21,0,2,1,42,35,0
53094.0,50,2,0,0,28,18,0
161343.0,39,2,0,1,40,7,0
172073.0,47,0,0,0,21,16,0
25397.0,73,2,3,0,28,0,0
146176.0,37,0,2,0,21,8,0
86698.0,57,2,0,1,47,34,0
84925.0,11,0,1,1,24,0,0
6734.0,32,0,1,0,32,5,0
120999.0,60,1,0,0,36,0,1
154134.0,27,2,0,0,22,16,0
6621.0,62,1,1,0,29,5,0
15310.0,17,0,0,0,36,25,1
19242.0,16,2,0,1,33,0,0
67994.0,12,1,0,0,29,4,0
172580.0,19,0,1,0,35,8,0
137823.0,62,1,4,1,27,0,0
9758.0,16,1,0,0,41,17,0
114694.0,17,2,2,1,36,112,0
67954.0,12,2,3,0,43,1,0
139754.0,10,2,1,0,36,0,0
113658.0,55,0,0,0,38,5,0
12647.0,40,1,3,0,42,4,0
123749.0,18,2,0,1,34,0,0
112169.0,65,1,0,1,35,3,0
34771.0,19,1,1,0,33,0,0
91363.0,30,0,0,0,35,0,1
75378.0,37,2,3,0,44,0,0
0.0,21,2,0,0,32,7,1
11760.0,12,2,0,1,48,2,0
142894.0,28,1,0,1,30,78,0
68903.0,14,1,0,1,26,0,0
118889.0,31,1,2,1,25,3,0
126220.0,48,0,3,0,21,0,0
135556.0,19,2,1,1,38,18,0
152892.0,55,1,3,0,29,7,0
108094.0,40,2,0,0,34,0,0
14934.0,38,0,0,1,38,2,0
159608.0,59,1,0,1,34,8,0
91218.0,32,1,0,0,21,18,0
92588.0,62,2,3,0,24,92,0
31817.0,48,0,2,0,19,17,0
61272.0,21,2,1,0,44,0,0
30777.0,45,2,2,0,19,0,0
61595.0,36,1,0,0,29,21,0
140522.0,9,1,1,0,22,52,0
30776.0,67,2,2,0,39,17,0
156152.0,24,1,1,0,34,4,0
54789.0,64,2,0,1,48,40,0
51475.0,23,2,3,1,28,0,0
158477.0,14,1,2,1,24,4,0
13559.0,17,2,0,0,55,5,0
110207.0,25,0,2,1,35,4,0
42818.0,70,2,3,1,33,8,0
165927.0,31,0,1,0,22,8,0
150339.0,44,1,1,1,39,152,0
166673.0,60,1,0,1,27,1,0
67.0,27,1,1,0,44,2,0
123504.0,79,0,0,0,36,4,0
53647.0,31,2,2,0,32,9,0
15877.0,50,2,0,0,30,70,0
81498.0,48,2,1,0,55,0,0
20375.0,17,1,3,1,32,19,0
129049.0,23,0,3,1,29,20,0
540.0,31,1,2,0,28,50,0
80025.0,49,2,0,1,35,6,0
102387.0,9,2,1,1,33,7,0
16005.0,43,0,1,0,38,4,0
159361.0,20,2,0,0,27,0,1
65663.0,36,0,2,0,19,0,0
83411.0,46,2,1,0,32,14,0
80324.0,35,1,0,0,36,4,0
20376.0,25,0,3,1,52,17,0
134649.0,19,0,2,1,30,0,0
18389.0,15,2,1,1,30,8,0
167943.0,64,1,0,1,28,0,0
53540.0,32,2,1,1,50,8,0
14849.0,31,0,2,0,59,4,0
0.0,69,2,0,1,34,72,1
63883.0,37,2,0,1,19,0,0
70593.0,11,2,0,0,27,0,0
112498.0,34,2,1,0,43,30,0
0.0,42,2,0,1,23,0,1
50016.0,52,2,3,1,32,5,0
166729.0,20,1,0,0,36,18,0
15163.0,12,1,3,1,32,4,0
129969.0,13,1,1,1,31,34,0
85828.0,45,2,0,0,27,0,0
34132.0,70,2,0,1,24,1,0
95897.0,27,2,0,0,27,0,0
63994.0,34,1,2,1,24,0,0
6336.0,21,1,1,0,33,0,0
78768.0,25,1,3,0,35,2,0
12072.0,9,2,0,0,34,34,0
172045.0,39,1,0,1,22,0,0
78817.0,27,1,0,1,45,2,0
0.0,42,2,0,0,45,4,1
87183.0,46,2,0,0,32,17,0
120943.0,51,2,2,0,47,0,0
109695.0,21,0,0,0,35,8,0
112871.0,26,0,0,1,31,9,0
64909.0,77,1,0,0,28,0,0
126292.0,15,1,2,1,25,0,0
170139.0,14,1,0,1,34,0,0
139900.0,19,1,2,1,31,0,0
36027.0,66,1,1,0,23,0,1
91600.0,23,2,3,0,36,2,0
18600.0,39,2,3,1,19,3,0
100666.0,30,1,0,0,33,4,0
144779.0,59,1,0,0,35,4,0
140174.0,38,2,0,1,35,12,0
41988.0,18,1,1,1,30,7,0
6435.0,61,2,1,0,18,4,0
119725.0,26,1,0,0,24,4,0
150889.0,39,2,1,0,49,62,0
151508.0,20,2,0,1,25,9,0
0.0,26,2,1,0,26,0,1
136963.0,30,1,2,1,21,0,0
49573.0,75,2,0,0,26,5,0
125191.0,33,1,0,0,36,0,0
79379.0,25,2,0,1,35,2,0
153448.0,37,2,2,1,43,34,0
20780.0,27,1,0,0,39,3,0
37804.0,24,2,1,1,25,17,0
0.0,13,1,1,1,39,0,1
139339.0,57,2,0,0,41,53,0
38598.0,47,1,1,0,22,0,0
48963.0,16,2,1,0,18,26,0
84723.0,14,1,0,0,25,8,0
45251.0,48,1,0,0,38,17,1
137530.0,21,1,0,0,27,0,0
90487.0,71,0,2,1,43,4,0
77815.0,34,2,3,1,28,0,0
169927.0,55,0,1,1,37,34,0
32099.0,17,2,1,0,29,4,0
127207.0,10,1,2,0,28,0,0
32109.0,53,2,0,0,30,50,0
85730.0,14,2,4,0,41,0,0
74152.0,72,1,0,1,32,4,0
43435.0,9,0,2,0,38,17,0
2984.0,24,1,2,1,43,1,0
167548.0,37,2,3,0,22,17,0
0.0,61,2,0,0,30,20,1
58735.0,32,1,0,1,33,12,0
41255.0,38,1,3,0,24,47,0
0.0,19,1,1,0,38,0,1
108900.0,38,1,2,0,29,0,0
77847.0,27,1,0,1,22,14,0
144106.0,34,0,2,0,24,80,0
65642.0,38,2,1,0,41,1,0
157581.0,18,1,1,0,24,20,0
62305.0,23,1,0,0,29,0,0
54629.0,52,2,0,0,31,18,0
64302.0,24,2,0,0,27,0,1
41076.0,54,2,0,1,22,65,0
12750.0,12,1,1,0,36,4,0
135472.0,31,1,3,0,28,8,0
18305.0,21,2,0,0,23,0,0
76388.0,42,1,2,1,18,17,0
95053.0,51,0,2,0,50,0,0
0.0,15,1,3,0,45,4,1
117861.0,9,1,3,1,35,15,0
26550.0,40,2,0,0,23,50,0
0.0,25,1,3,1,20,17,1
163541.0,30,1,3,1,28,0,0
109852.0,41,1,0,1,31,1,0
68756.0,50,0,1,1,29,0,0
161187.0,40,2,2,0,30,4,0
151844.0,25,1,0,1,30,5,0
47396.0,58,1,2,0,28,17,0
103972.0,46,2,0,0,37,0,0
0.0,39,2,1,1,40,0,1
57690.0,75,2,0,0,37,0,0
131942.0,26,2,1,0,35,4,0
49710.0,21,0,0,1,43,2,0
61781.0,57,2,2,0,24,17,0
76416.0,19,1,1,0,39,7,0
35862.0,67,1,0,0,32,1,0
21283.0,48,2,2,1,38,0,0
97533.0,14,0,3,0,20,8,0
165808.0,23,2,0,1,31,0,0
6960.0,35,2,0,1,19,5,0
13384.0,16,0,0,1,38,8,0
65069.0,46,0,3,0,36,1,1
12279.0,21,1,3,0,32,0,0
167497.0,40,1,2,0,37,4,0
91555.0,20,2,0,1,29,8,1
37171.0,55,1,3,0,50,0,0
158408.0,40,2,2,1,18,0,0
0.0,31,1,1,1,32,0,1
123142.0,24,1,3,1,45,23,0
0.0,39,0,4,0,32,0,1
66147.0,24,0,1,1,44,0,0
121587.0,56,2,2,0,53,4,0
68781.0,53,1,2,1,37,8,0
41084.0,70,2,4,0,25,4,0
143178.0,92,2,3,1,25,34,0
83190.0,33,1,0,1,20,18,0
126298.0,10,2,3,1,37,3,0
122449.0,17,1,3,0,39,2,0
127466.0,38,0,3,0,60,4,0
48245.0,41,1,3,0,34,0,0
97753.0,35,2,0,1,32,2,0
78831.0,17,2,0,0,38,0,0
78552.0,23,1,0,0,42,4,0
159786.0,30,1,3,0,38,3,0
52467.0,13,0,2,0,24,8,0
38918.0,31,1,2,0,53,0,0
135835.0,16,2,4,1,34,70,0
100221.0,9,2,0,0,21,17,0
161924.0,23,1,2,0,21,0,0
156102.0,36,1,0,0,31,4,0
15849.0,43,1,1,1,52,4,0
155093.0,51,1,1,1,37,8,0
0.0,32,2,1,1,46,4,1
